ISBN	题名/责任者	出版项	索书号	馆藏位置	
978-7-5337-7264-2	围棋实战技法必读 / 傅宝胜编著	"合肥: 安徽科学技术出版社, 2017"	G891.3/67	第一书库（综合图书馆）	
978-7-200-12857-4	微冒险: 家门口的冒险胜地 / (英)阿拉斯泰尔·汉弗莱斯著; 小炎译	"北京: 北京出版社, 2017"	G895/35	第一书库（综合图书馆）	
978-7-5596-0818-5	文学理论 / (美) 保罗·H.弗莱== Theory of literature / Paul H. Fry; 吕黎译 eng	"北京: 北京联合出版公司, 2017"	I0/60	第一书库（综合图书馆）	
978-7-5594-0740-5	人生慢== Read to yourself: 给自己朗读 / 凤凰联动编著 eng	"南京: 江苏凤凰文艺出版社, 2017"	I06/21	第一书库（综合图书馆）	
978-7-5594-0937-9	让陪伴很长: 给长辈朗读 / 凤凰联动编著	"南京: 江苏凤凰文艺出版社, 2017"	I06/22	第一书库（综合图书馆）	
978-7-5447-1363-4	"我的书店== My bookstore: 作家畅谈自己钟爱的实体书店 / (美) 罗纳德·赖斯编; 赵军峰, 郭烨, 赵安译 eng"	"南京: 译林出版社, 2017"	I16/160	第一书库（综合图书馆）	
978-7-5596-0606-8	中国诗词大会. 第二季 / 《中国诗词大会》栏目组编著	"北京: 北京联合出版公司, 2017"	I207.2/40	第一书库（综合图书馆）	
978-7-5596-0605-1	中国诗词大会. 第二季 / 《中国诗词大会》栏目组编著	"北京: 北京联合出版公司, 2017"	I207.2/40:1	第一书库（综合图书馆）	
978-7-5340-5608-6	毛诗品物图考 / (日) 冈元凤纂; 艺文类聚编	"杭州: 浙江人民美术出版社, 2017"	I207.222/10	第一书库（综合图书馆）	
978-7-5459-1350-7	香草美人志: 楚辞里的植物 / 韩育生著	"厦门: 鹭江出版社, 2017"	I207.223/10	第一书库（综合图书馆）	
978-7-101-12429-3	"唐宋词绝唱 / 谭新红, 柯贞金编著"	"北京: 中华书局, 2017"	I207.23/68	第一书库（综合图书馆）	
978-7-5492-5326-5	宋朝好声音 / 懒相饮著	"武汉: 长江出版社, 2017"	I207.23/69	第一书库（综合图书馆）	
978-7-5348-6679-1	绝妙好词 / (宋) 周密选编; 卢欣科注译	"郑州: 中州古籍出版社, 2017"	I222.844/21	第一书库（综合图书馆）	
978-7-5354-9577-8	纳兰词 / (清) 纳兰容若著; 苏缨注评	"武汉: 长江文艺出版社, 2017"	I222.849/9	第一书库（综合图书馆）	
978-7-5682-3396-5	阅微草堂笔记 / (清) 纪昀著; 周倩注译	"北京: 北京理工大学出版社, 2017"	I242.1/119	第一书库（综合图书馆）	
978-7-5506-2573-0	聊斋志异 / (清) 蒲松龄著	"南京: 凤凰出版社, 2017"	I242.1/120	第一书库（综合图书馆）	
978-7-5113-6839-3	彩图全解世说新语 / (南朝宋) 刘义庆著; 陈美锦编译	"北京: 中国华侨出版社, 2017"	I242.1/121	第一书库（综合图书馆）	
978-7-5506-2578-5	二十年目睹之怪现状 / (清) 吴趼人著	"南京: 凤凰出版社, 2017"	I242.47/108	第一书库（综合图书馆）	
978-7-5090-1249-9	"迷失的商道: 吕不韦大传 / 安之忠, 林锋著"	"北京: 当代世界出版社, 2017"	I247.53/447	第一书库（综合图书馆）	
978-7-5063-9431-4	白鹿原 / 陈忠实著	"北京: 作家出版社, 2017"	I247.57/2290	第一书库（综合图书馆）	
978-7-5675-6068-0	奔跑的火光 / 方方著	"上海: 华东师范大学出版社, 2017"	I247.7/349	第一书库（综合图书馆）	
978-7-5675-6067-3	闭上眼睛就是天黑 / 方方著	"上海: 华东师范大学出版社, 2017"	I247.7/350	第一书库（综合图书馆）	
978-7-5411-4689-3	三寸金莲 / 冯骥才著	"成都: 四川文艺出版社, 2017"	I247.7/351	第一书库（综合图书馆）	
978-7-5411-4703-6	感谢生活 / 冯骥才著	"成都: 四川文艺出版社, 2017"	I247/18	第一书库（综合图书馆）	
978-7-5063-9624-0	警世录: 何建明灾难三部集 / 何建明著	"北京: 作家出版社, 2017"	I25/353	第一书库（综合图书馆）	
978-7-5168-1316-4	红军如何走过万水千山: 红军长征纪实 / 胡兆才著	"北京: 台海出版社, 2017"	I253.2/83	第一书库（综合图书馆）	
978-7-5360-8367-7	时代与梦想: 官金仙与中国物流30年 / 高小莉著	"广州: 花城出版社, 2017"	I253.3/39	第一书库（综合图书馆）	
978-7-5014-5647-5	中国失独家庭调查 / 韩生学著	"北京: 群众出版社, 2017"	I253.7/117	第一书库（综合图书馆）	
978-7-01-017535-5	京东小哥: 讲述快递员自己的故事 / 京东集团编	"北京: 人民出版社, 2017"	I253.7/118	第一书库（综合图书馆）	
978-7-5511-3365-4	我的二胎时代 / 董思阳著	"石家庄: 花山文艺出版社, 2017"	I253.7/119	第一书库（综合图书馆）	
978-7-5469-6557-4	亲历: 我是新疆儿子娃娃 / 高天龙著	"乌鲁木齐: 新疆美术摄影出版社: 新疆电子音像出版社, 2015"	I253.7/120	第一书库（综合图书馆）	
978-7-02-013070-2	朗读者 / 主编董卿	"北京: 人民文学出版社, 2017-"	I253/662:1	第一书库（综合图书馆）	
978-7-02-013071-9	朗读者 / 主编董卿	"北京: 人民文学出版社, 2017-"	I253/662:2	第一书库（综合图书馆）	
978-7-02-013072-6	朗读者 / 主编董卿	"北京: 人民文学出版社, 2017-"	I253/662:3	第一书库（综合图书馆）	
978-7-208-14672-3	唐宋散文 / 侯毓信编著	"上海: 上海人民出版社, 2017"	I264.2/5	第一书库（综合图书馆）	
978-7-5682-3401-6	闲情偶寄 / (清)李渔著; 韩中华译评	"北京: 北京理工大学出版社, 2017"	I264.9/16	第一书库（综合图书馆）	
978-7-5131-3600-6	浮生六记 / (清) 沈复著; 元江雪译	"北京: 开明出版社, 2017"	I264.9/17	第一书库（综合图书馆）	
978-7-5699-1443-6	我决定活得有趣== Make it funny / 蔡澜著 eng	"北京: 北京时代华文书局, 2017"	I267.1/649	第一书库（综合图书馆）	
978-7-5049-8951-2	多视角看美国: 美国乔治城大学研修随笔 / 杭琛著	"北京: 中国金融出版社, 2017"	I267.1/650	第一书库（综合图书馆）	
978-7-5001-5254-5	信念: 十年徒步中国 / 雷殿生著	"北京: 中译出版社, 2017"	I267.4/185	第一书库（综合图书馆）	
978-7-5113-6727-3	羽过天青: 欧洲悠游记 / 方青羽作品	"北京: 中国华侨出版社, 2017"	I267.4/186	第一书库（综合图书馆）	
978-7-115-44298-7	转山 / 《户外探险》杂志编	"北京: 人民邮电出版社, 2017"	I267.4/187	第一书库（综合图书馆）	
978-7-5317-3736-0	"追寻加勒比海的阳光: 穿越古巴、墨西哥的神秘之旅 / 侯萍, 宋苏晨著"	"哈尔滨: 黑龙江北方文艺出版社, 2017"	I267.4/188	第一书库（综合图书馆）	
978-7-5354-9418-4	"远行, 与异文明的初恋: 冯骥才欧游手札 / 冯骥才著"	"武汉: 长江文艺出版社, 2017"	I267.4/189	第一书库（综合图书馆）	
978-7-5459-1271-5	做一个拥有世界的穷人 / 基督山女王著	"厦门: 鹭江出版社, 2017"	I267.4/190	第一书库（综合图书馆）	
978-7-207-11072-5	非洲缘 西亚情: 一个护士的援外手记 / 冯金娥著	"哈尔滨: 黑龙江人民出版社, 2017"	I267.5/39	第一书库（综合图书馆）	
978-7-5063-9354-6	一个人的德意志 / 方婧之著	"北京: 作家出版社, 2017"	I267/1364	第一书库（综合图书馆）	
978-7-5552-5480-5	意大利读画记 / 冯骥才著	"青岛: 青岛出版社, 2017"	I267/1365	第一书库（综合图书馆）	
978-7-5184-1470-3	不默而生: 季羡林给青年的话 / 季羡林作品	"北京: 中国轻工业出版社, 2017"	I267/1366	第一书库（综合图书馆）	
978-7-5469-7002-8	亲历: 我在新疆游历 / 黄山编	"乌鲁木齐: 新疆美术摄影出版社: 新疆电子音像出版社, 2015"	I267/1367	第一书库（综合图书馆）	
978-7-5357-9235-8	寻味三湘 / 范命辉著	"长沙: 湖南科学技术出版社, 2017"	I267/1368	第一书库（综合图书馆）	
978-7-5469-7003-5	亲历: 我的新疆朋友 / 郭文涟著	"乌鲁木齐: 新疆美术摄影出版社: 新疆电子音像出版社, 2015"	I267/1369	第一书库（综合图书馆）	
978-7-5108-5103-2	愿人生从容 / 贾平凹著	"北京: 九州出版社, 2017"	I267/1370	第一书库（综合图书馆）	
978-7-5411-4568-1	醉里挑灯谈酒 / 崔济哲著	"成都: 四川文艺出版社, 2017"	I267/1371	第一书库（综合图书馆）	
978-7-5347-9221-2	繁华深处的街巷 / 葛水平著	"郑州: 大象出版社, 2017"	I267/1372	第一书库（综合图书馆）	
978-7-5500-2181-5	给生命一段假期 / 包辉著	"南昌: 百花洲文艺出版社, 2017"	I267/1373	第一书库（综合图书馆）	
978-7-5063-9532-8	线装的西域 / 郭保林著	"北京: 作家出版社, 2017"	I267/1374	第一书库（综合图书馆）	
978-7-5596-0823-9	旅行是为了抵达内心和远方 / 毕淑敏著	"北京: 北京联合出版公司, 2017"	I267/1375	第一书库（综合图书馆）	
978-7-5302-1623-1	草木知己 / 董华著	"北京: 北京十月文艺出版社, 2017"	I267/1376	第一书库（综合图书馆）	
978-7-5354-9575-4	仓央嘉措诗精编 / (清) 仓央嘉措著	"武汉: 长江文艺出版社, 2017"	I276/11	第一书库（综合图书馆）	
978-7-5356-8023-5	"远乡的手, 以及手作: 三都工艺物语 / (日) 三谷龙二著; 小米呆译"	"长沙: 湖南美术出版社, 2017"	I313.65/35	第一书库（综合图书馆）	
978-7-5321-6327-4	城堡 变形记 / (奥地利) 弗兰茨·卡夫卡著; 冷杉译	"上海: 上海文艺出版社, 2017"	I521.45/14	第一书库（综合图书馆）	
978-7-02-012342-1	断头王后== Marie antoinette: 玛丽·安托瓦内特传 / (奥) 斯·茨威格著; 张玉书译 ger	"北京: 人民文学出版社, 2017"	I521.45/15	第一书库（综合图书馆）	
978-7-5447-6859-7	希腊古典神话 / (德) 古斯塔夫·施瓦布著== Sagen des Klassischen Altertums / Gustav Schwab; 曹乃云译 ger	"南京: 译林出版社, 2017"	I545.73/13	第一书库（综合图书馆）	
978-7-5143-5789-9	堂吉诃德 / (西) 塞万提斯著; 刘京胜译	"北京: 现代出版社, 2017"	I551.43/14	第一书库（综合图书馆）	
978-7-5143-5767-7	"双城记 / (英)狄更斯著; 张玲, 张扬译"	"北京: 现代出版社, 2017"	I561.44/178	第一书库（综合图书馆）	
978-7-02-012151-9	诺桑觉寺== Northanger Abbey: 插图珍藏版 / (英) 简 · 奥斯丁著; 孙致礼译 eng	"北京: 人民文学出版社, 2017"	I561.44/179	第一书库（综合图书馆）	
978-7-5447-6906-8	大卫·科波菲尔 / (英) 查尔斯·狄更斯著== David Copperfield / Charles Dickens; 宋兆霖译 eng	"南京: 译林出版社, 2017"	I561.44/180:上	第一书库（综合图书馆）	
978-7-02-012142-7	劝导== Persuasion / (英) 简·奥斯丁著; 孙致礼译 eng	"北京: 人民文学出版社, 2017"	I561.44/181	第一书库（综合图书馆）	
978-7-5402-4365-4	呼啸山庄== Wuthering heights / (英) 艾米莉·勃朗特著; 宋兆霖译 eng	"北京: 北京燕山出版社, 2016"	I561.44/182	第一书库（综合图书馆）	
978-7-02-012134-2	爱玛 / (英) 简·奥斯丁著== Emma / Jane Austen; 孙致礼译 eng	"北京: 人民文学出版社, 2017"	I561.44/183	第一书库（综合图书馆）	
978-7-02-012145-8	理智与情感== Sense and sensibility / (英) 简·奥斯丁著; 孙致礼译 eng	"北京: 人民文学出版社, 2017"	I561.44/184	第一书库（综合图书馆）	
978-7-02-012144-1	傲慢与偏见 / (英) 简·奥斯丁著== Pride and prejudice / Jane Austen; 孙致礼译 eng	"北京: 人民文学出版社, 2017"	I561.44/185	第一书库（综合图书馆）	
978-7-02-012143-4	曼斯菲尔德庄园 / (英) 简·奥斯丁著== Mansfield Park / Jane Austen; 孙致礼译 eng	"北京: 人民文学出版社, 2017"	I561.44/186	第一书库（综合图书馆）	
978-7-5680-2506-5	巴斯克维尔的猎犬== The hound of the baskervilles / (英) 阿瑟·柯南·道尔著; 陈瑶等译 eng	"武汉: 华中科技大学出版社, 2017"	I561.45/219	第一书库（综合图书馆）	
978-7-5404-8039-4	从此以后 / (英) 罗莎蒙德·勒普顿著== After wards / Rosamund Lupton; 刘丽洁译 eng	"长沙: 湖南文艺出版社, 2017"	I561.45/220	第一书库（综合图书馆）	
978-7-5327-7468-5	美丽新世界== Brave new world / (英) 奥尔德斯·赫胥黎著; 陈超译 eng	"上海: 上海译文出版社, 2017"	I561.45/221	第一书库（综合图书馆）	
978-7-02-012314-8	"房客== The lodger / (英) 玛丽·贝洛克·朗兹著; 吴奕俊, 严旨昱译 eng"	"北京: 人民文学出版社, 2017"	I561.45/222	第一书库（综合图书馆）	
978-7-5447-6709-5	福尔摩斯探案== Sherlock Holmes / (英国) 阿瑟·柯南道尔著; 俞步凡译 eng	"南京: 译林出版社, 2017"	I561.45/223	第一书库（综合图书馆）	
978-7-5316-9228-7	心灵乐园== Joyous gard: 剑桥大学本森教授论快乐人生随笔集 / (英) 亚瑟·克里斯托弗·本森著; 迟文成译 eng	"哈尔滨: 黑龙江教育出版社, 2017"	I561.65/33	第一书库（综合图书馆）	
978-7-5360-8138-3	老卡拉布里亚游记== Old calabria / (英) 诺曼·道格拉斯著; 宋阳波译 eng	"广州: 花城出版社, 2017"	I561.65/34	第一书库（综合图书馆）	
978-7-5360-8137-6	金色大地== Golden earth: 缅甸游记 / (英) 诺曼·刘易斯著; 郭冬辉译 eng	"广州: 花城出版社, 2017"	I561.65/35	第一书库（综合图书馆）	
978-7-5675-5997-4	作家笔记 / (英) 威廉·萨默塞特·毛姆著; 董伯韬译	"上海: 华东师范大学出版社, 2017"	I561.65/36	第一书库（综合图书馆）	
978-7-5402-4289-3	众妙之门== The doors of perception / (英) 阿道司·赫胥黎著; 陈苍多译 eng	"北京: 北京燕山出版社, 2017"	I561.65/37	第一书库（综合图书馆）	
978-7-5470-4449-0	映象中国 / (英) 威廉·萨默塞特·毛姆著; (英) 李通和; 詹红丹译	"沈阳: 万卷出版公司, 2017"	I561.65/38	第一书库（综合图书馆）	
978-7-301-27784-3	寻路阿富汗== The places in between: 在历史与现实之间 / (英) 罗瑞·斯图尔特著; 沈一鸣译 eng	"北京: 北京大学出版社, 2017"	I561.65/39	第一书库（综合图书馆）	
978-7-101-11883-4	1894中国纪行 / (澳) 乔治·厄内斯特·莫理循著; 李磊译	"北京: 中华书局, 2017"	I611.64/2	第一书库（综合图书馆）	
978-7-5541-1755-2	"悠悠红丝线: 写给我们出生在中国的孩子们的母亲 / (加) 尼科尔·米肖, 玛丽丝·帕朗编著; 老高放译"	"西安: 西安出版社, 2017"	I711.65/9	第一书库（综合图书馆）	
978-7-5407-8150-7	"苦行记== Roughing it / (美) 马克·吐温著; 刘文哲, 张明林译 eng"	"桂林: 漓江出版社, 2017"	I712.44/205	第一书库（综合图书馆）	
978-7-02-012200-4	达·芬奇密码== The Da Vinci code / (美) 丹·布朗著; 郑巨源译 eng	"北京: 人民文学出版社, 2017"	I712.45/687	第一书库（综合图书馆）	
978-7-5057-3993-2	狂风过后== After the wind: 一个幸存者的故事 / (美) 洛·卡西希克著; 王敏慧译 eng	"北京: 中国友谊出版公司, 2017"	I712.45/688	第一书库（综合图书馆）	
978-7-5596-0572-6	飞虎队: 陈纳德和他的美国志愿者: 1941-1942 / (美) 丹尼尔·福特著; 叶蔚然译	"北京: 北京联合出版公司, 2017"	I712.55/107	第一书库（综合图书馆）	
978-7-5086-7066-9	心灵深戏== Deep play / (美) 戴安娜·阿克曼著; 庄安祺译 eng	"北京: 中信出版社, 2017"	I712.65/79	第一书库（综合图书馆）	
978-7-5086-7064-5	"稀世之珍== The rarest of the rare: 消失的动物, 永恒的世界 / (美) 戴安娜·阿克曼著; 唐嘉慧译 eng"	"北京: 中信出版社, 2017"	I712.65/80	第一书库（综合图书馆）	
978-7-5442-8914-6	一个海难幸存者的故事 / 加西亚·马尔克斯著; 陶玉平译	"海口: 南海出版公司, 2017"	I775.45/4	第一书库（综合图书馆）	
